class;meanLeftPupilDiameter;meanRightPupilDiameter;stdLeftGazeDirection;stdRightGazeDirection;stdHeadDirection;meanHeartRate
0;0.0057042;0.00600129;0.076231;0.08144889999999999;0.00532495;75.8867
0;0.00563736;0.00595745;0.060015;0.0548695;0.00598573;79.6
0;0.00566264;0.00583078;0.0682507;0.0951035;0.00579024;75.7667
0;0.00551424;0.00601474;0.05451369999999999;0.05708819999999999;0.0048398;80.07
0;0.00565437;0.00593628;0.060027699999999996;0.09367769999999999;0.00719014;79.6133
0;0.00560274;0.00601846;0.051834500000000006;0.06692669999999999;0.00533957;79.5467
0;0.0057058;0.00600578;0.06792519999999999;0.0966188;0.00321959;80.4967
0;0.00558507;0.00596166;0.0960167;0.116356;0.00584984;79.0667
0;0.00560788;0.00600822;0.0696033;0.0626018;0.00573983;76.0933
0;0.00571413;0.00599521;0.0979047;0.0919664;0.00552164;79.75
0;0.005618199999999999;0.00594339;0.116807;0.0968577;0.00352462;79.5433
0;0.00558623;0.00587977;0.0885133;0.0911201;0.00699082;79.7033
0;0.00561411;0.00600277;0.0838264;0.10931099999999999;0.00431336;79.5633
0;0.00571658;0.00595788;0.117184;0.0949867;0.005552399999999999;81.0467
0;0.00574546;0.00588036;0.0580743;0.06710039999999999;0.00481952;80.8167
0;0.00563759;0.00602511;0.0600956;0.102077;0.00485404;76.12
0;0.00551825;0.00584306;0.11255;0.0959862;0.00428572;76.0367
0;0.00556819;0.00594806;0.060200300000000005;0.103427;0.00482002;79.95
0;0.00571811;0.00591222;0.0848429;0.0734355;0.00632553;78.9467
0;0.00568964;0.00590926;0.0606273;0.09965410000000001;0.00567145;80.0567
0;0.00563062;0.00590613;0.09231189999999999;0.11829100000000001;0.00592686;80.1233
0;0.00561935;0.00602804;0.0606298;0.0550363;0.00653789;80.5933
0;0.00571259;0.00600139;0.11244200000000001;0.0632466;0.00445703;80.7667
0;0.00549063;0.00600004;0.0813917;0.05550990000000001;0.006998600000000001;75.74
0;0.00549312;0.0058663000000000005;0.0880402;0.102358;0.00745381;80.1733
0;0.0056186000000000005;0.00595768;0.07621900000000001;0.0670057;0.00428864;76.11
0;0.00573006;0.00597543;0.100299;0.10426400000000001;0.00532038;75.9933
0;0.00561851;0.00596979;0.118774;0.06222130000000001;0.00460171;80.0167
0;0.00564269;0.00592275;0.0981252;0.102015;0.00487054;76.12
0;0.00552977;0.0060171999999999995;0.084575;0.0731108;0.0052031;80.3133
0;0.00563584;0.00601767;0.07617360000000001;0.118074;0.0054361999999999995;78.3533
0;0.00570545;0.00593409;0.06031619999999999;0.0903215;0.00761412;80.4167
0;0.00560809;0.00600885;0.0692784;0.09309810000000002;0.00405651;75.9
0;0.00554292;0.00599865;0.0580867;0.0954705;0.00499305;79.9433
0;0.00564189;0.00598891;0.07618939999999999;0.055348699999999994;0.00500399;76.0033
0;0.00569965;0.00590461;0.09699119999999999;0.0930431;0.0042143;81.0367
0;0.00562905;0.00598001;0.0600409;0.118256;0.00526442;80.5133
0;0.00559929;0.0058892;0.060303999999999996;0.0547326;0.00742743;75.9833
0;0.00562857;0.00593933;0.10424100000000001;0.0670442;0.00440635;76.2567
0;0.00558455;0.00602285;0.0930907;0.0626256;0.00329755;80.6133
0;0.00564611;0.006027;0.0897964;0.0580745;0.00516298;80.9967
0;0.00554402;0.0059328;0.056113699999999996;0.122841;0.00527369;77.95
0;0.00564813;0.00595674;0.054268;0.08177589999999998;0.00583532;77.3633
0;0.00555441;0.00590939;0.0999473;0.12313299999999999;0.00445571;76.9233
0;0.00573872;0.00600974;0.060170900000000006;0.0968021;0.00706655;79.9067
0;0.00568282;0.00598205;0.0520312;0.0736207;0.00740488;80.3533
0;0.00566746;0.00592627;0.0693465;0.06707239999999999;0.00438515;78.8267
0;0.00564909;0.00601719;0.060627099999999996;0.0627347;0.00348089;80.1633
0;0.00569145;0.00600751;0.09283630000000001;0.0632231;0.00476997;81.1933
0;0.00572209;0.0059583;0.0926961;0.10308099999999999;0.0069668;76.0533
0;0.00571048;0.00600492;0.111029;0.0670376;0.00551763;80.9233
0;0.00562501;0.00588149;0.0690181;0.0670689;0.00597698;81.2067
0;0.00559457;0.00599743;0.0855163;0.06427290000000001;0.00357938;76.69
0;0.00567852;0.00598034;0.08751560000000001;0.06700729999999999;0.00522836;80.3933
0;0.00575497;0.0058525;0.060786599999999996;0.119485;0.00432872;75.9667
0;0.00568988;0.00584061;0.0604866;0.0974969;0.00486733;76.12
0;0.00574274;0.00601548;0.0779279;0.08853;0.00552358;75.8667
0;0.00570925;0.00597295;0.11043399999999999;0.0736681;0.00598187;80.7633
0;0.00568454;0.005914899999999999;0.0929628;0.09598430000000001;0.00593149;75.66
0;0.00554836;0.00595977;0.0931432;0.101563;0.00652776;80.5633
0;0.00575496;0.00600501;0.07003989999999999;0.096419;0.00429306;79.59
0;0.00570041;0.00602993;0.116875;0.123102;0.005333;79.8833
0;0.00552548;0.00598526;0.08945589999999999;0.106982;0.00421998;76.0733
0;0.00572182;0.00597798;0.0984022;0.1214;0.00330165;80.2833
0;0.00560973;0.00592628;0.0788047;0.10536500000000001;0.00532121;79.9633
0;0.00563131;0.00596266;0.0637657;0.101714;0.00592208;79.99
0;0.0057075;0.00599213;0.110625;0.055064;0.00582537;80.9467
0;0.0055089;0.00589139;0.11641800000000001;0.09287569999999999;0.00598004;80.09
0;0.00570123;0.00602481;0.07639030000000001;0.0623936;0.00487269;81.0267
0;0.00567991;0.00598791;0.0896108;0.11119000000000001;0.00409071;80.4267
0;0.00560235;0.00582585;0.058237300000000006;0.055231600000000006;0.00661846;80.2767
0;0.00556278;0.00601182;0.111104;0.0735957;0.00357314;80.4067
0;0.00553262;0.00598125;0.102878;0.057867499999999995;0.00437697;76.0667
0;0.00562777;0.00603172;0.0892539;0.106805;0.00657675;76.0867
0;0.00560578;0.0060103000000000005;0.0960198;0.0626331;0.00320618;80.6467
0;0.0057423000000000005;0.00595421;0.0550654;0.0643892;0.00317903;75.86
0;0.00564082;0.00597702;0.096138;0.100713;0.00633125;76.01
0;0.00549555;0.00599351;0.08887489999999999;0.099121;0.0055025;80.0767
0;0.00573508;0.00589672;0.0595568;0.0672408;0.00443387;76.0333
0;0.0057129;0.00594352;0.0922023;0.107778;0.00749655;80.23
0;0.00571927;0.00584481;0.054844000000000004;0.107905;0.00304501;75.84
0;0.00573947;0.00601963;0.10976500000000002;0.10770999999999999;0.005623899999999999;75.6533
0;0.00552574;0.00592172;0.11151400000000002;0.0718966;0.00435666;80.6933
0;0.00551503;0.00603234;0.0519538;0.108057;0.006995100000000001;75.6733
0;0.00569294;0.00601686;0.0892649;0.100069;0.0043535;81.0533
0;0.00572583;0.00590757;0.06931219999999999;0.0709711;0.00329925;81.1033
0;0.00557696;0.00590988;0.0562318;0.07178469999999999;0.00756133;80.5333
0;0.00549881;0.00599293;0.06003330000000001;0.054951;0.00568756;80.0233
0;0.00569755;0.00591914;0.10416500000000001;0.0733567;0.00598642;80.4033
0;0.00558674;0.00602406;0.0924177;0.10741099999999999;0.00739518;79.3467
0;0.00565507;0.00600173;0.0691812;0.0547058;0.00641811;76.19
0;0.00561592;0.0060156;0.118346;0.101507;0.00578826;75.6267
0;0.00561792;0.00600585;0.0693547;0.0960743;0.00561862;80.1133
0;0.00550541;0.00596368;0.08679010000000001;0.0959893;0.00348851;75.93
0;0.00572488;0.00599079;0.0580279;0.10178200000000001;0.00465121;79.86
0;0.00567512;0.00602081;0.08141849999999999;0.055102099999999994;0.00330338;81.2467
0;0.00565323;0.00593568;0.111632;0.0874641;0.00487659;76.12
0;0.00554476;0.00588552;0.056157000000000006;0.10316700000000001;0.00700727;79.6667
0;0.00563428;0.0058442;0.0881753;0.09382539999999999;0.00493677;80.9133
0;0.00568251;0.00591895;0.0600654;0.101508;0.00594641;76.1
0;0.00562347;0.00582821;0.0580862;0.103123;0.0065321;79.5133
0;0.00566152;0.00592002;0.0834953;0.10219500000000001;0.00749548;79.6567
0;0.00574317;0.00598269;0.11823399999999999;0.057061400000000005;0.00565441;79.5533
0;0.00574139;0.00593949;0.0863057;0.0723835;0.00626743;81.2133
0;0.00562145;0.00600811;0.0930223;0.07330880000000001;0.00310195;76.1
0;0.00551177;0.00588023;0.115601;0.09698949999999999;0.00468135;75.9067
0;0.00551642;0.00599891;0.06711030000000001;0.0959;0.00447498;81.1133
0;0.00558918;0.00592325;0.119679;0.0632124;0.00720775;80.8467
0;0.0057041;0.00600336;0.0867677;0.09291110000000001;0.00529449;79.7933
0;0.00568138;0.00600595;0.0549125;0.0549679;0.00521722;80.18
0;0.00567128;0.00598446;0.112043;0.101482;0.00341512;79.6
0;0.00574001;0.00592132;0.10267799999999999;0.101387;0.00655271;79.2667
0;0.00548236;0.00597843;0.070711;0.0994304;0.00664498;76.04
0;0.00563817;0.00600409;0.0952614;0.07282419999999999;0.00579883;81.2767
0;0.00558655;0.00601261;0.0900784;0.0551806;0.00476935;75.8333
0;0.00562154;0.00591991;0.0547168;0.111473;0.00632798;80.3467
0;0.0057336;0.00601484;0.0931504;0.119439;0.00533734;80.1233
0;0.00562586;0.00592583;0.10510599999999999;0.107744;0.00489049;80.3067
0;0.00572697;0.00603276;0.0876648;0.105422;0.00544508;79.9833
0;0.00549382;0.006024100000000001;0.118326;0.055289099999999994;0.00592647;79.7467
0;0.00573772;0.00601536;0.0934138;0.063139;0.00447084;77.6567
0;0.00564327;0.00600741;0.09627430000000001;0.103995;0.00535385;79.5267
0;0.00561638;0.00598816;0.110507;0.101471;0.0057183;80.8533
0;0.00557408;0.00601113;0.060386300000000004;0.105075;0.00484568;75.79
0;0.00563927;0.00595463;0.0976232;0.0619058;0.00659432;79.5933
0;0.00568146;0.00596234;0.0928776;0.09955599999999999;0.00515981;75.7
0;0.00573793;0.00591083;0.110176;0.10903499999999999;0.00433805;80.9167
0;0.00572469;0.00602933;0.089011;0.12131800000000001;0.00551117;79.56
0;0.00569556;0.00601656;0.0678531;0.067051;0.00651944;75.9
0;0.00572601;0.00601929;0.09734630000000001;0.07299;0.00532801;80.7833
0;0.00572331;0.00598704;0.0968762;0.0571865;0.00511036;80.78
0;0.00568815;0.00593572;0.10245699999999999;0.0551616;0.00785741;78.2433
0;0.00574308;0.00601111;0.064703;0.0880685;0.00593428;79.7533
0;0.00553751;0.00601168;0.059541899999999995;0.10142899999999999;0.00418653;80.5533
0;0.00555911;0.00586435;0.0932698;0.06702860000000001;0.00350273;75.9733
0;0.00562237;0.00601706;0.0693826;0.09750729999999999;0.00519269;81.2567
0;0.00555813;0.00603029;0.07623150000000001;0.12093499999999999;0.00504781;75.96
0;0.00560245;0.00591611;0.110796;0.12116800000000001;0.00484063;80.2167
0;0.00564022;0.00597775;0.09335349999999999;0.117755;0.00581167;79.69
0;0.00558745;0.00602869;0.088937;0.0560393;0.0057253;80.38
0;0.0057429;0.00602897;0.0831755;0.0932058;0.00562432;79.81
0;0.00550215;0.00602297;0.0820391;0.09821389999999999;0.00569223;81.29
0;0.00571506;0.00596559;0.116533;0.0737578;0.004157899999999999;76.1033
0;0.00571329;0.0060098999999999994;0.116649;0.0552179;0.00661549;80.8667
0;0.00561267;0.00599788;0.056155399999999994;0.09471489999999999;0.00324329;80.4733
0;0.005563899999999999;0.00588393;0.11163499999999998;0.07188889999999999;0.0077123999999999995;77.5467
0;0.00551609;0.00597778;0.0606263;0.099676;0.00510336;75.9133
0;0.00560804;0.00583973;0.11151199999999999;0.09168369999999999;0.00443022;80.5433
0;0.0057553000000000005;0.00593636;0.0605702;0.05512619999999999;0.0042882;81.0133
0;0.00570306;0.00601797;0.0840488;0.056782799999999994;0.00737785;80.8367
0;0.00568243;0.00583724;0.076146;0.0723027;0.00742896;80.8633
0;0.00564322;0.00596101;0.0698332;0.0628222;0.00739103;79.55
0;0.00561161;0.00596636;0.117748;0.09713300000000001;0.00748881;80.11
0;0.00562869;0.00583718;0.116726;0.0629234;0.00322345;78.9067
0;0.00549051;0.00584173;0.09043430000000001;0.07409910000000001;0.0048148;80.27
0;0.00568653;0.00597886;0.0867169;0.102268;0.00320058;81.1133
0;0.00564147;0.00591678;0.07616519999999999;0.0733938;0.00698114;75.78
0;0.00562021;0.00596661;0.09547380000000001;0.11034400000000001;0.00348515;76.0867
0;0.00563721;0.00603119;0.08671849999999999;0.101403;0.00351698;78.7467
0;0.00562253;0.00603195;0.0814394;0.0670646;0.00749141;80.6367
0;0.00570859;0.00593926;0.0639503;0.115695;0.006576100000000001;80.01
0;0.00569008;0.00601422;0.11826600000000001;0.0903776;0.00308593;80.5067
0;0.0055401;0.00596674;0.10231599999999999;0.0969738;0.00743541;79.57
0;0.00560849;0.00583538;0.0699796;0.07316360000000001;0.00360461;80.4333
0;0.00562202;0.00589643;0.056551;0.0670428;0.00480912;79.98
0;0.00550744;0.00596636;0.08611360000000001;0.0998654;0.00595963;80.5167
0;0.00574062;0.00596227;0.0762528;0.0550307;0.00488097;80.48
0;0.00562141;0.00598237;0.0890025;0.08757100000000001;0.00756009;76.5567
0;0.00549997;0.00594245;0.0984648;0.055105499999999995;0.00695414;80.6333
0;0.00573549;0.00588886;0.11631500000000002;0.0949581;0.00482549;80.4233
0;0.00571261;0.00602339;0.09332610000000001;0.06703710000000002;0.00516267;77.29
0;0.005701100000000001;0.00597329;0.0837891;0.08761820000000001;0.00430548;79.9733
0;0.00554319;0.00597559;0.11148499999999999;0.105004;0.00560548;80.0467
0;0.00558293;0.00601982;0.0692953;0.0551727;0.00533222;77.4733
0;0.00554741;0.00597937;0.0890404;0.09685189999999999;0.00754646;76.0233
0;0.00551757;0.00603178;0.0865972;0.10364000000000001;0.00459643;77.62
0;0.00557301;0.00590406;0.0886179;0.0569553;0.00589128;80.9033
0;0.00574166;0.00603258;0.11514400000000001;0.0978555;0.00547566;76.9967
0;0.00564825;0.00599662;0.112541;0.0946676;0.00696029;80.3733
0;0.00572123;0.00601622;0.09994650000000001;0.120992;0.00510516;81.0333
0;0.00575413;0.00601857;0.0964176;0.11524200000000001;0.00727935;80.2433
0;0.00569768;0.00599735;0.060182900000000004;0.0665961;0.00653828;80.8133
0;0.00558235;0.00592762;0.112233;0.12043800000000002;0.0058005;80.0933
0;0.00550103;0.00596081;0.0886257;0.08654479999999999;0.00522219;76.02
0;0.00556542;0.00596193;0.112246;0.0619582;0.00449839;76.59
0;0.00549121;0.0060022;0.0966313;0.09647069999999999;0.00589601;80.4433
0;0.00569186;0.00596629;0.09389349999999999;0.09099589999999999;0.00529223;76.0267
0;0.00561766;0.00597629;0.05615509999999999;0.0565625;0.0043573;75.8567
0;0.00555422;0.00599643;0.0868758;0.09303810000000001;0.00525556;80.88
0;0.00560926;0.00588946;0.0672177;0.095416;0.00595674;78.8667
0;0.00565688;0.00601874;0.10716099999999999;0.0664518;0.00657315;81.2433
0;0.00564867;0.00594904;0.08665679999999999;0.05509490000000001;0.00561192;75.98
0;0.00551649;0.00591948;0.0674164;0.101651;0.00482027;75.9567
0;0.00557413;0.00584266;0.0526908;0.0954658;0.00488208;75.9333
0;0.00567353;0.00599082;0.0890604;0.11523299999999999;0.00703005;81.28
0;0.00562343;0.00597053;0.056161199999999994;0.102665;0.00482823;80.21
0;0.0056652000000000004;0.00602476;0.118084;0.100707;0.00593448;81.1467
0;0.00564281;0.00590061;0.0605115;0.07495980000000001;0.00740185;81.0967
0;0.00560096;0.00584458;0.11486500000000001;0.11985;0.00596948;80.3033
0;0.00556942;0.00584104;0.0835148;0.116047;0.00746522;80.7567
0;0.00573448;0.0058652999999999995;0.06012869999999999;0.0994463;0.00488543;79.6433
0;0.00566427;0.00596641;0.0866143;0.0967653;0.005980399999999999;79.67
0;0.0055018;0.00601383;0.0688892;0.103003;0.00514945;79.87
0;0.00557828;0.00588007;0.055457799999999995;0.101573;0.00343283;78.7867
0;0.00551927;0.00601925;0.109857;0.123198;0.00347086;76.0267
0;0.00568633;0.00588932;0.0696958;0.100864;0.00448474;80.8267
0;0.00559722;0.00592847;0.110704;0.12163399999999999;0.00673873;77.2167
0;0.0055492;0.00601377;0.0761521;0.0934702;0.00486;75.9933
0;0.00556575;0.00602966;0.11292;0.119874;0.00576728;80.7867
0;0.00560182;0.00602184;0.09069780000000001;0.0550313;0.00488299;80.7033
0;0.0056768999999999995;0.00599919;0.11751099999999999;0.07079450000000001;0.00551372;76.0933
0;0.00569661;0.005986399999999999;0.105796;0.0945303;0.00334426;79.5533
0;0.00567121;0.00595334;0.0892872;0.12147899999999999;0.00483602;76.79
0;0.00549646;0.00585988;0.0942922;0.10080900000000001;0.0052222;76.4233
0;0.00571388;0.00600223;0.0762461;0.0968843;0.00754404;79.5567
0;0.00569255;0.00594194;0.10450599999999999;0.0960882;0.00514939;80.0833
0;0.00574738;0.00593154;0.0877498;0.057191099999999995;0.005401100000000001;80.9933
0;0.00560959;0.00603123;0.06928889999999999;0.101742;0.00519912;75.9733
0;0.00561754;0.00602625;0.11698599999999999;0.09712;0.00446463;76.96
0;0.00569602;0.006033600000000001;0.060069000000000004;0.12204200000000001;0.0035964;79.2267
0;0.00555342;0.00592749;0.11168499999999999;0.10108500000000001;0.00748084;81.0633
0;0.00558484;0.00589078;0.08669249999999999;0.0966371;0.00487502;75.9567
0;0.00561184;0.00601118;0.0870201;0.07954460000000001;0.00598539;79.56
0;0.00564403;0.00603169;0.0832818;0.115424;0.005390600000000001;80.9767
0;0.0057453999999999995;0.00591978;0.0744576;0.0632253;0.00516096;81.1433
0;0.00564649;0.00602433;0.0858216;0.0927089;0.00538671;75.8467
0;0.00575439;0.00602856;0.116129;0.12208800000000002;0.00426524;77.7667
0;0.00575157;0.00589797;0.08140800000000001;0.0978665;0.00742791;79.0267
0;0.00556731;0.00591785;0.10564000000000001;0.101472;0.0046649;80.6033
0;0.00573985;0.00599973;0.11741099999999999;0.06963789999999999;0.00640286;80.2233
0;0.00560245;0.00594897;0.0924707;0.058019799999999996;0.00524255;79.6033
0;0.00560867;0.00601377;0.116853;0.05694119999999999;0.00483639;75.7
0;0.00570227;0.00600052;0.0934215;0.12095399999999999;0.00476993;81.1733
0;0.00570815;0.00592735;0.0867724;0.100886;0.00362243;80.03
0;0.00560212;0.00603502;0.0602393;0.0959171;0.00516042;75.8933
0;0.00564518;0.00589732;0.0641818;0.10143200000000001;0.00705651;81.0733
0;0.00568055;0.00595132;0.0877974;0.12318299999999999;0.00596712;75.8733
0;0.00572018;0.00594853;0.09995319999999999;0.0993963;0.00654261;80.9367
0;0.00570552;0.00600579;0.07616150000000001;0.08493389999999999;0.00656097;79.5267
0;0.00562149;0.00599711;0.0858426;0.0997159;0.00488044;80.1167
0;0.00556381;0.00599265;0.060020800000000006;0.101358;0.00617964;77.5833
0;0.00562928;0.00600616;0.0761687;0.0980748;0.00432395;80.3833
0;0.00574362;0.00586339;0.0604943;0.08018430000000001;0.0071593;75.88
0;0.00559243;0.00599778;0.06062530000000001;0.0729452;0.00761665;78.1333
0;0.00561409;0.00599193;0.0638702;0.106313;0.00520067;75.6567
0;0.00568541;0.0060348;0.0850846;0.05533300000000001;0.00359917;76.0833
0;0.00557428;0.00602844;0.0762289;0.0801899;0.00350894;80.9467
0;0.00563413;0.006021899999999999;0.0595712;0.108675;0.00523986;81.1967
0;0.00553293;0.00589866;0.111728;0.057887;0.00448118;80.9067
0;0.00569197;0.00584282;0.093178;0.0926675;0.00511161;76.0967
0;0.00550306;0.00601325;0.0981215;0.0972361;0.00760262;80.4133
0;0.00561124;0.0059552;0.060206899999999994;0.09799939999999999;0.00757362;80.4467
0;0.00567921;0.00592221;0.07064930000000001;0.0997411;0.00535923;79.8533
0;0.00562049;0.00591346;0.0562331;0.122964;0.00721223;80.1567
0;0.00561848;0.00601053;0.10142799999999999;0.12319100000000001;0.00668799;81.1067
0;0.00563883;0.00599354;0.0876923;0.06724400000000001;0.00435264;76.0
0;0.00563597;0.005921;0.06951669999999999;0.10778499999999999;0.00309691;80.4467
0;0.00561358;0.00601315;0.11696500000000001;0.0563123;0.00376226;81.1667
0;0.00553938;0.00601152;0.0857114;0.0966799;0.00520897;80.0633
0;0.00572997;0.00590458;0.09481;0.0927069;0.00592621;80.6267
0;0.00548628;0.00597228;0.11077999999999999;0.0732577;0.00766582;79.7833
0;0.00560911;0.00593695;0.11439300000000001;0.108022;0.00449351;77.2533
0;0.00565642;0.00601082;0.06726239999999999;0.056603499999999994;0.0051438000000000005;77.6933
0;0.00561549;0.00597711;0.09781050000000001;0.0562639;0.00460633;80.1467
0;0.0055842;0.00601998;0.11093599999999999;0.0580395;0.0074053;76.0167
0;0.00573012;0.00601726;0.07950739999999999;0.0632695;0.00549804;75.7233
0;0.00574493;0.00592355;0.0694407;0.101426;0.00628915;80.9867
0;0.00565384;0.00593316;0.10963699999999998;0.07346810000000001;0.00330254;79.9567
0;0.00569021;0.00599293;0.08336089999999999;0.096428;0.00732425;80.98
0;0.00561042;0.00597952;0.0638642;0.0553922;0.00534636;75.75
0;0.00553425;0.00598543;0.0930023;0.058017200000000005;0.00741831;79.9033
0;0.00549286;0.00590778;0.09216680000000001;0.109955;0.00400915;81.2133
0;0.00558133;0.006025;0.10965499999999999;0.062313099999999996;0.00445789;79.61
0;0.0056117;0.00583903;0.0762684;0.098083;0.00598568;79.5067
0;0.00565377;0.00602206;0.090554;0.121688;0.00317721;80.7467
0;0.00560689;0.00592973;0.0859288;0.120201;0.00518336;79.52
0;0.00561912;0.00593015;0.0931503;0.0950426;0.00732957;79.84
0;0.00560919;0.00603246;0.0562427;0.0994941;0.0059838;80.6233
0;0.00568343;0.00590357;0.09338389999999999;0.067071;0.00575458;75.68
0;0.00557092;0.00596044;0.0900632;0.055090599999999997;0.00742983;76.0567
0;0.00574256;0.00600065;0.0641263;0.10145499999999999;0.00516072;80.1433
0;0.0056997;0.00594902;0.0929155;0.0626707;0.00631304;81.0933
0;0.00569577;0.00591887;0.0600202;0.0727306;0.00520607;76.08
0;0.00563962;0.00600163;0.0864805;0.09197530000000001;0.00630421;81.2833
0;0.00570852;0.00588298;0.0960757;0.07233400000000001;0.00513886;79.82
0;0.00562275;0.00599456;0.0562077;0.12163099999999999;0.0065648;75.9867
0;0.00554321;0.00584362;0.0890688;0.101201;0.00481139;77.84
0;0.00569393;0.005945000000000001;0.0952175;0.06276810000000001;0.00487625;78.28
0;0.00554721;0.0060131;0.0968015;0.120538;0.00359055;80.4667
0;0.00571263;0.00588669;0.10008600000000001;0.06316519999999999;0.00535242;81.2167
0;0.00566838;0.00591283;0.0562622;0.120861;0.00360089;80.4567
0;0.00551837;0.00599789;0.059585;0.0723656;0.00660035;75.8867
0;0.00561776;0.00589167;0.0814221;0.115194;0.00516551;76.5233
0;0.00554449;0.00600187;0.07619780000000001;0.0802025;0.00585042;78.5067
0;0.00572284;0.00602814;0.10321199999999998;0.0921411;0.007167100000000001;79.5667
0;0.00552131;0.00592983;0.09615660000000001;0.11981099999999999;0.004481000000000001;80.0433
0;0.00569939;0.00582701;0.0857618;0.055338;0.00596267;75.9633
0;0.00556415;0.00598915;0.0761638;0.101075;0.00514691;80.3967
0;0.00570762;0.00596805;0.0555128;0.0548394;0.00330161;75.86
0;0.00571386;0.00588274;0.0889327;0.105004;0.00484033;75.7533
0;0.00549775;0.00595985;0.0601771;0.09363980000000001;0.00489022;77.0333
0;0.00575051;0.00587337;0.11797300000000001;0.0748293;0.00517521;80.7533
0;0.00574169;0.00591507;0.11451199999999999;0.09528389999999999;0.00311297;79.5167
0;0.0056201;0.00601493;0.06360779999999999;0.12243299999999999;0.00515793;81.0433
0;0.00562716;0.00600995;0.09299249999999999;0.0557558;0.00512078;80.8067
0;0.00570548;0.00590144;0.09801239999999999;0.10116599999999999;0.00514001;76.1567
0;0.00570949;0.00602966;0.0547192;0.0716518;0.00381647;77.73
0;0.00574874;0.00585477;0.0969575;0.10204099999999999;0.00599162;76.0633
0;0.00551407;0.006035;0.06919600000000001;0.0564352;0.00316045;76.29
0;0.00564633;0.00599647;0.09634;0.0625358;0.00434052;80.3133
0;0.00558812;0.00592108;0.0692841;0.09666419999999999;0.00487759;80.58
0;0.00560221;0.00584181;0.060629300000000004;0.0735054;0.0075442999999999994;80.1133
0;0.00561537;0.00585655;0.0882294;0.106603;0.00520998;81.18
0;0.00560999;0.006017300000000001;0.11489;0.0554212;0.00439782;80.0967
0;0.00570263;0.00599605;0.0872269;0.100133;0.00450747;78.5867
0;0.00560926;0.00602654;0.11488399999999999;0.119279;0.00639276;81.0167
0;0.00551648;0.00599664;0.06015890000000001;0.07365239999999999;0.00518475;79.64
0;0.00560247;0.00603304;0.119349;0.0954963;0.00740916;80.5667
0;0.00562973;0.00591568;0.0578018;0.09586669999999999;0.00421461;80.5833
0;0.00560984;0.00602201;0.0762433;0.09674189999999999;0.00532055;79.83
